0.16,0,0
0.159829,6.2e-005,0
0.159315,0.00025,0
0.158462,0.000558,0
0.157274,0.000976,0
0.155755,0.001491,0
0.15391,0.002085,0
0.15175,0.002746,0
0.149282,0.003466,0
0.146517,0.004243,0
0.143469,0.005074,0
0.140147,0.005947,0
0.136568,0.006853,0
0.132747,0.007781,0
0.128701,0.008725,0
0.124446,0.009677,0
0.12,0.010627,0
0.115382,0.011563,0
0.110614,0.012472,0
0.105715,0.013346,0
0.100706,0.014173,0
0.095608,0.014946,0
0.09044199999999999,0.015656,0
0.085232,0.016296,0
0.08,0.016861,0
0.074768,0.017339,0
0.06955799999999999,0.017722,0
0.064392,0.017997,0
0.059294,0.018152,0
0.054285,0.018178,0
0.049386,0.01807,0
0.044618,0.017826,0
0.04,0.017445,0
0.035554,0.016934,0
0.031299,0.016304,0
0.027253,0.015562,0
0.023432,0.014712,0
0.019853,0.013771,0
0.016531,0.012752,0
0.013483,0.011653,0
0.01071800000000001,0.010466,0
0.008249999999999993,0.009205,0
0.006089999999999998,0.007899,0
0.004244999999999999,0.006589,0
0.002726000000000006,0.005285,0
0.001537999999999998,0.003982,0
0.000685000000000005,0.002646,0
0.0001710000000000045,0.00132,0
0,0.00012,0
0.0001710000000000045,-0.000906,0
0.000685000000000005,-0.001763,0
0.001537999999999998,-0.002544,0
0.002726000000000006,-0.003298,0
0.004244999999999999,-0.004003,0
0.006089999999999998,-0.004664,0
0.008249999999999993,-0.00525,0
0.01071800000000001,-0.005731,0
0.013483,-0.006107,0
0.016531,-0.006386,0
0.019853,-0.00657,0
0.023432,-0.006666,0
0.027253,-0.006683,0
0.031299,-0.006635,0
0.035554,-0.006525,0
0.04,-0.006358,0
0.044618,-0.006152,0
0.049386,-0.00592,0
0.054285,-0.005675,0
0.059294,-0.005424,0
0.064392,-0.005166,0
0.06955799999999999,-0.004901,0
0.074768,-0.004626,0
0.08,-0.004341,0
0.085232,-0.004046,0
0.09044199999999999,-0.003744,0
0.095608,-0.003438,0
0.100706,-0.003133,0
0.105715,-0.002835,0
0.110614,-0.002554,0
0.115382,-0.002288,0
0.12,-0.002043,0
0.124446,-0.001818,0
0.128701,-0.00161,0
0.132747,-0.001418,0
0.136568,-0.00124,0
0.140147,-0.001078,0
0.143469,-0.000933,0
0.146517,-0.000803,0
0.149282,-0.00069,0
0.15175,-0.0005820000000000001,0
0.15391,-0.000475,0
0.155755,-0.000363,0
0.157274,-0.00025,0
0.158462,-0.000147,0
0.159315,-6.7e-005,0
0.159829,-1.8e-005,0
0.16,0,0
